ts,num
1084754037,259
1084922078,803
1085090119,1500
1085258160,1994
1085426201,2482
1085594242,3187
1085762283,3855
1085930324,4129
1086098365,4393
1086266406,4470
1086434447,4296
1086602488,4242
1086770529,4066
1086938570,3621
1087106611,3272
1087274652,3202
1087442693,2912
1087610734,2537
1087778775,2274
1087946816,2070
1088114857,1834
1088282898,1656
1088450939,1523
1088618980,1331
1088787021,1124
1088955062,1061
1089123103,1021
1089291144,1010
1089459185,1006
1089627226,955
1089795267,921
1089963308,866
1090131349,818
1090299390,768
1090467431,794
1090635472,784
1090803513,747
1090971554,812
1091139595,773
1091307636,786
1091475677,806
1091643718,897
1091811759,860
1091979800,828
1092147841,764
1092315882,717
1092483923,698
1092651964,673
1092820005,654
1092988046,574
1093156087,569
1093324128,593
1093492169,626
1093660210,597
1093828251,580
1093996292,585
1094164333,602
1094332374,586
1094500415,571
1094668456,546
1094836497,504
1095004538,490
1095172579,469
1095340620,446
1095508661,407
1095676702,383
1095844743,391
1096012784,403
1096180825,500
1096348866,532
1096516907,532
1096684948,554
1096852989,552
1097021030,563
1097189071,520
1097357112,446
1097525153,378
1097693194,333
1097861235,393
1098029276,363
1098197317,363
1098365358,346
1098533399,327
1098701440,311
1098869481,297
1099037522,260
1099205563,154
1099373604,114
1099541645,81
1099709686,66
1099877727,57
1100045768,22
1100213809,0
1100381850,0
1100549891,0
1100717932,0
1100885973,0
1101054014,0
1101222055,0
1101390096,0
