ts,num
1423733250,2
1424167867,3
1424602484,3
1425037101,1
1425471718,0
1425906335,2
1426340952,9
1426775569,11
1427210186,12
1427644803,9
1428079420,8
1428514037,6
1428948654,3
1429383271,2
1429817888,2
1430252505,1
1430687122,1
1431121739,5
1431556356,5
1431990973,6
1432425590,1
1432860207,3
1433294824,3
1433729441,4
1434164058,6
1434598675,9
1435033292,8
1435467909,4
1435902526,2
1436337143,2
1436771760,2
1437206377,3
1437640994,8
1438075611,8
1438510228,7
1438944845,7
1439379462,9
1439814079,13
1440248696,9
1440683313,8
1441117930,6
1441552547,3
1441987164,8
1442421781,13
1442856398,20
1443291015,22
1443725632,28
1444160249,27
1444594866,23
1445029483,22
1445464100,44
1445898717,48
1446333334,59
1446767951,40
1447202568,49
1447637185,32
1448071802,43
1448506419,25
1448941036,21
1449375653,25
1449810270,38
1450244887,44
1450679504,32
1451114121,15
1451548738,8
1451983355,9
1452417972,16
1452852589,33
1453287206,43
1453721823,47
1454156440,33
1454591057,32
1455025674,55
1455460291,49
1455894908,53
1456329525,40
1456764142,55
1457198759,54
1457633376,45
1458067993,30
1458502610,19
1458937227,24
1459371844,28
1459806461,27
1460241078,29
1460675695,32
1461110312,29
1461544929,159
1461979546,1561
1462414163,2112
1462848780,2575
1463283397,2504
1463718014,2685
1464152631,2719
1464587248,2149
1465021865,1115
1465456482,1
1465891099,0
1466325716,0
1466760333,0
