ts,num
1084754037,159
1084922078,316
1085090119,441
1085258160,520
1085426201,576
1085594242,638
1085762283,681
1085930324,699
1086098365,724
1086266406,755
1086434447,763
1086602488,759
1086770529,762
1086938570,744
1087106611,729
1087274652,728
1087442693,710
1087610734,679
1087778775,662
1087946816,644
1088114857,618
1088282898,603
1088450939,566
1088618980,536
1088787021,520
1088955062,516
1089123103,506
1089291144,508
1089459185,508
1089627226,510
1089795267,500
1089963308,489
1090131349,476
1090299390,457
1090467431,462
1090635472,453
1090803513,439
1090971554,425
1091139595,425
1091307636,428
1091475677,422
1091643718,440
1091811759,421
1091979800,407
1092147841,393
1092315882,381
1092483923,358
1092651964,343
1092820005,345
1092988046,308
1093156087,309
1093324128,308
1093492169,323
1093660210,318
1093828251,316
1093996292,327
1094164333,329
1094332374,320
1094500415,319
1094668456,306
1094836497,297
1095004538,301
1095172579,289
1095340620,282
1095508661,266
1095676702,258
1095844743,267
1096012784,271
1096180825,344
1096348866,353
1096516907,352
1096684948,368
1096852989,370
1097021030,365
1097189071,347
1097357112,318
1097525153,279
1097693194,255
1097861235,301
1098029276,287
1098197317,274
1098365358,262
1098533399,259
1098701440,245
1098869481,235
1099037522,212
1099205563,142
1099373604,109
1099541645,78
1099709686,68
1099877727,61
1100045768,29
1100213809,0
1100381850,0
1100549891,0
1100717932,0
1100885973,0
1101054014,0
1101222055,0
1101390096,0
